id,dificuldade,llm,modelo_id,data_coleta,hora_coleta,status,http_status,arquivo_bruto,arquivo_teste,observacao
CT17,medio,Claude,claude-sonnet-5,2026-09-03,20:49:30,ok,200,04-respostas-llms/claude/medio/CT17_claude.raw.txt,04-respostas-llms/claude/medio/CT17_claude.test.js,
CT17,medio,Gemini,gemini-3.1-pro-preview,2026-09-03,21:49:40,ok,200,04-respostas-llms/gemini/medio/CT17_gemini.raw.txt,04-respostas-llms/gemini/medio/CT17_gemini.test.js,
CT18,medio,ChatGPT,gpt-5.6-sol,2026-09-03,20:30:07,ok,200,04-respostas-llms/chatgpt/medio/CT18_chatgpt.raw.txt,04-respostas-llms/chatgpt/medio/CT18_chatgpt.test.js,
CT18,medio,Claude,claude-sonnet-5,2026-09-03,20:49:48,ok,200,04-respostas-llms/claude/medio/CT18_claude.raw.txt,04-respostas-llms/claude/medio/CT18_claude.test.js,
CT18,medio,Gemini,gemini-3.1-pro-preview,2026-09-03,22:23:46,ok,200,04-respostas-llms/gemini/medio/CT18_gemini.raw.txt,04-respostas-llms/gemini/medio/CT18_gemini.test.js,
CT19,medio,ChatGPT,gpt-5.6-sol,2026-09-03,20:30:16,ok,200,04-respostas-llms/chatgpt/medio/CT19_chatgpt.raw.txt,04-respostas-llms/chatgpt/medio/CT19_chatgpt.test.js,
CT19,medio,Claude,claude-sonnet-5,2026-09-03,20:50:01,ok,200,04-respostas-llms/claude/medio/CT19_claude.raw.txt,04-respostas-llms/claude/medio/CT19_claude.test.js,
CT19,medio,Gemini,gemini-3.1-pro-preview,2026-09-03,22:35:54,ok,200,04-respostas-llms/gemini/medio/CT19_gemini.raw.txt,04-respostas-llms/gemini/medio/CT19_gemini.test.js,
CT20,medio,ChatGPT,gpt-5.6-sol,2026-09-03,20:30:27,ok,200,04-respostas-llms/chatgpt/medio/CT20_chatgpt.raw.txt,04-respostas-llms/chatgpt/medio/CT20_chatgpt.test.js,
CT20,medio,Claude,claude-sonnet-5,2026-09-03,20:50:12,ok,200,04-respostas-llms/claude/medio/CT20_claude.raw.txt,04-respostas-llms/claude/medio/CT20_claude.test.js,
CT20,medio,Gemini,gemini-3.1-pro-preview,2026-09-03,21:51:29,ok,200,04-respostas-llms/gemini/medio/CT20_gemini.raw.txt,04-respostas-llms/gemini/medio/CT20_gemini.test.js,
CT21,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:30:38,ok,200,04-respostas-llms/chatgpt/dificil/CT21_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT21_chatgpt.test.js,
CT21,dificil,Claude,claude-sonnet-5,2026-09-03,20:50:22,ok,200,04-respostas-llms/claude/dificil/CT21_claude.raw.txt,04-respostas-llms/claude/dificil/CT21_claude.test.js,
CT21,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:04:20,ok,200,04-respostas-llms/gemini/dificil/CT21_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT21_gemini.test.js,
CT22,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:30:59,ok,200,04-respostas-llms/chatgpt/dificil/CT22_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT22_chatgpt.test.js,
CT22,dificil,Claude,claude-sonnet-5,2026-09-03,20:50:53,ok,200,04-respostas-llms/claude/dificil/CT22_claude.raw.txt,04-respostas-llms/claude/dificil/CT22_claude.test.js,
CT22,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:04:59,ok,200,04-respostas-llms/gemini/dificil/CT22_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT22_gemini.test.js,
CT23,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:31:24,ok,200,04-respostas-llms/chatgpt/dificil/CT23_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT23_chatgpt.test.js,
CT23,dificil,Claude,claude-sonnet-5,2026-09-03,20:51:21,ok,200,04-respostas-llms/claude/dificil/CT23_claude.raw.txt,04-respostas-llms/claude/dificil/CT23_claude.test.js,
CT23,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:08:07,ok,200,04-respostas-llms/gemini/dificil/CT23_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT23_gemini.test.js,
CT24,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:31:39,ok,200,04-respostas-llms/chatgpt/dificil/CT24_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT24_chatgpt.test.js,
CT24,dificil,Claude,claude-sonnet-5,2026-09-03,20:51:42,ok,200,04-respostas-llms/claude/dificil/CT24_claude.raw.txt,04-respostas-llms/claude/dificil/CT24_claude.test.js,
CT24,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:08:41,ok,200,04-respostas-llms/gemini/dificil/CT24_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT24_gemini.test.js,
CT25,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:31:58,ok,200,04-respostas-llms/chatgpt/dificil/CT25_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT25_chatgpt.test.js,
CT25,dificil,Claude,claude-sonnet-5,2026-09-03,20:52:05,ok,200,04-respostas-llms/claude/dificil/CT25_claude.raw.txt,04-respostas-llms/claude/dificil/CT25_claude.test.js,
CT25,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:09:45,ok,200,04-respostas-llms/gemini/dificil/CT25_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT25_gemini.test.js,
CT26,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:32:22,ok,200,04-respostas-llms/chatgpt/dificil/CT26_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT26_chatgpt.test.js,
CT26,dificil,Claude,claude-sonnet-5,2026-09-03,20:52:20,ok,200,04-respostas-llms/claude/dificil/CT26_claude.raw.txt,04-respostas-llms/claude/dificil/CT26_claude.test.js,
CT26,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:36:50,ok,200,04-respostas-llms/gemini/dificil/CT26_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT26_gemini.test.js,
CT27,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:32:41,ok,200,04-respostas-llms/chatgpt/dificil/CT27_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT27_chatgpt.test.js,
CT27,dificil,Claude,claude-sonnet-5,2026-09-03,20:52:32,ok,200,04-respostas-llms/claude/dificil/CT27_claude.raw.txt,04-respostas-llms/claude/dificil/CT27_claude.test.js,
CT27,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:31:27,ok,200,04-respostas-llms/gemini/dificil/CT27_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT27_gemini.test.js,
CT28,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:33:04,ok,200,04-respostas-llms/chatgpt/dificil/CT28_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT28_chatgpt.test.js,
CT28,dificil,Claude,claude-sonnet-5,2026-09-03,20:52:50,ok,200,04-respostas-llms/claude/dificil/CT28_claude.raw.txt,04-respostas-llms/claude/dificil/CT28_claude.test.js,
CT28,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:15:46,ok,200,04-respostas-llms/gemini/dificil/CT28_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT28_gemini.test.js,
CT29,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:33:51,ok,200,04-respostas-llms/chatgpt/dificil/CT29_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT29_chatgpt.test.js,
CT29,dificil,Claude,claude-sonnet-5,2026-09-03,20:53:06,ok,200,04-respostas-llms/claude/dificil/CT29_claude.raw.txt,04-respostas-llms/claude/dificil/CT29_claude.test.js,
CT29,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:25:15,ok,200,04-respostas-llms/gemini/dificil/CT29_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT29_gemini.test.js,
CT30,dificil,ChatGPT,gpt-5.6-sol,2026-09-03,20:34:15,ok,200,04-respostas-llms/chatgpt/dificil/CT30_chatgpt.raw.txt,04-respostas-llms/chatgpt/dificil/CT30_chatgpt.test.js,
CT30,dificil,Claude,claude-sonnet-5,2026-09-03,20:53:28,ok,200,04-respostas-llms/claude/dificil/CT30_claude.raw.txt,04-respostas-llms/claude/dificil/CT30_claude.test.js,
CT30,dificil,Gemini,gemini-3.1-pro-preview,2026-09-03,22:18:52,ok,200,04-respostas-llms/gemini/dificil/CT30_gemini.raw.txt,04-respostas-llms/gemini/dificil/CT30_gemini.test.js,
